timestamp,alert_type,severity,actions_taken,status
2026-02-06T16:16:25.690891,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.690923,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.690955,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.690988,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691020,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691052,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691085,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691118,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691150,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691183,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691221,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691260,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691295,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691328,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691361,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691393,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691425,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691464,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691500,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691535,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691568,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691600,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691632,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691665,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691697,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691729,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691760,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691793,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691825,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691857,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691889,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691921,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691953,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.691985,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692023,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692059,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692092,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692124,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692155,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692187,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692218,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692250,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692282,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692314,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692346,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692379,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692411,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692443,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692474,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692506,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692565,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692607,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692642,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692683,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692720,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692755,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692793,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692828,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692861,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692894,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692926,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692958,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.692995,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693031,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693065,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693108,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693145,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693177,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693209,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693242,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693275,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693308,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693341,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693372,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693405,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693437,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693468,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693500,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693532,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693564,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693601,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693635,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693667,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693699,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693732,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693763,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693795,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693827,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693859,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693895,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693930,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693962,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.693994,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694026,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694058,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694090,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694121,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694153,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694185,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694217,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694250,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694282,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694314,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694350,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694384,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694416,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694447,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694478,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694510,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694566,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694608,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694642,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694682,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694717,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694766,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694798,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694830,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694863,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694896,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
2026-02-06T16:16:25.694928,INTRUSION_DETECTED,HIGH,"BLOCK_SOURCE_IP,ISOLATE_AFFECTED_SERVICE,NOTIFY_SOC_TEAM",CONTAINED
